"Gene"	"Ramos_1O2_NoCyclo_3"	"Ramos_1O2_PlusCyclo_1"	"Ramos_1O2_NoCyclo_1"	"Ramos_19O2_NoCyclo_3"	"Ramos_19O2_NoCyclo_2"	"Ramos_1O2_PlusCyclo_2"	"Ramos_1O2_NoCyclo_2"	"Ramos_1O2_PlusCyclo_3"	"Ramos_19O2_NoCyclo_1"
"ABC7-43046700E7.1"	0.435572637294557	0.236561500446845	0.395461052394853	0.450103471772612	0.361822959807298	0.22030339311914	0.381334931380905	0.383784922123479	0.62433106623248
"RP11-34P13.18"	4.25787567584323	4.26111612322529	4.17859081005056	4.55191452591809	4.2662702649785	4.10510331973085	3.85809439331536	4.41493878267366	4.32174642527709
"MIR6859-2"	0.304470188304733	0.0628750785297338	0.161257136700368	0.26712840635071	0.267363403295608	0.22030339311914	0.155043196189966	0.231615266051428	0.183167582453086
"AP006222.1"	2.64329107374175	2.7917154456088	2.75603601106894	2.71664802239044	2.76179908981243	2.64109951030407	2.49867294027721	2.9043960783667	2.66099929231894
"RPL23AP24"	0.630640060825646	0.531521827518175	0.8065197729523	0.450103471772612	0.533995410694522	0.498196098052785	0.501822799273523	0.476988009542631	0.665957162398277
"RP4-669L17.2"	0.0554189673520599	0.0628750785297338	0	0.112852302611872	0.0575836813361312	0.0583090660000183	0	0	0.0636750332449749
"RP4-669L17.4"	2.47057778722795	2.39954027632326	2.33922272035066	2.76061434850365	2.54740707671592	2.14512470293548	2.24610813033083	2.71649973316923	2.58708583804756
"CICP7"	0.666677135579359	0.531521827518175	0.519666893752303	0.723263585022887	0.612943170777411	0.498196098052785	0.46276766243412	0.564533507236307	0.396019835855027
"RP4-669L17.8"	1.82597057125205	1.87684842965458	1.66362743259495	2.04702040676322	1.73166563751902	1.26442694696505	1.39297003458899	1.85289061863027	1.64194317806773
"RF00026"	0	0	0.109481938961693	0.112852302611872	0	0.114352731963867	0.0535539064300856	0.0614820342794526	0
"RP11-206L10.17"	0.984786886089837	1.10981394851861	0.634021971539472	0.982852057983374	0.953517332735644	0.834831025223719	0.781190193638989	1.06241883417267	0.821399369821571
"RP5-857K21.9"	6.95561125937784	7.06718043267142	6.93609839740769	6.78758045706699	6.66995896577844	6.89782581499815	6.89519321036146	6.92958759338137	6.71565440645138
"RP5-857K21.8"	9.26756915092859	9.41750466679145	9.21833669020145	9.07157880753989	9.09397451589954	9.36633712753253	9.50558294450801	9.33062637124832	8.98925589702786
"RP5-857K21.6"	9.60716211737159	9.33084305165968	9.63981957409534	9.51211749991267	9.36050658657849	9.21004270957847	9.68445037983145	9.22248726135579	9.45859311520335
"RP5-857K21.7"	6.78321115121561	6.69966569884052	6.67736448950586	6.44027245222326	6.3343439738241	6.66200199314358	6.81702369439689	6.6344559159486	6.36939029587712
"RP5-857K21.14"	0.516790985929653	1.22426221079183	0.93105424345856	0.890892212652656	0.758952065914013	0.834831025223719	0.812593818803422	0.903612189182291	0.706415825586484
"RP5-857K21.10"	9.24512046253638	9.34652526829699	9.18813848011471	9.20246682192579	9.07982192070317	9.19965685038267	9.19245585120927	9.23432001925522	9.13925716506145
"RP5-857K21.11"	8.04141787953392	7.9998724666495	8.04209250848647	7.85489555107658	7.79437773950891	7.84568745844994	8.03583302503933	7.86316787561156	7.86353973179592
"RP11-206L10.15"	0.70183593426225	0.617809781732964	0.67021103540635	0.723263585022887	0.687793946297244	0.657571347738288	0.501822799273523	0.686631254539182	0.491721707601406
"RP11-206L10.2"	4.18830349261563	4.24764702563677	3.87566924506349	4.42924256549709	4.16183221600305	3.84844840746111	3.55804972209901	4.17872425242601	4.29214562684005
"RP11-206L10.9"	1.84181830252858	1.87684842965458	1.86440034376938	1.76563638309644	1.71386693353973	1.47171782961951	1.74189223911233	1.88725486312313	1.83677472901032
"RP11-206L10.8"	0.984786886089837	0.813336136201916	0.8065197729523	0.723263585022887	0.650853935745106	0.900055207835765	0.576897593996964	0.799197117018057	0.857777110944037
"FAM87B"	0.0554189673520599	0.12312400897723	0.211238428369828	0.26712840635071	0.112956915108673	0.114352731963867	0.105190800928855	0.0614820342794526	0.183167582453086
"RP11-206L10.11"	4.16013936713573	4.32343121924964	4.25206248030576	4.15394123077207	4.1486434942056	4.32292162666817	4.17138646489157	4.32378491516744	4.16363939965067
"NCRNA00115"	0.435572637294557	0.699226794054103	0.438062251804638	0.758383725720107	0.533995410694522	0.411379712395534	0.648258140411733	0.686631254539182	0.857777110944037
"FAM41C"	0.984786886089837	1.16817267248357	0.870130329322895	1.12418171048361	0.723811678578586	0.694808505691471	0.812593818803422	0.799197117018057	0.927891290798491
"TUBB8P11"	0.0554189673520599	0.236561500446845	0.161257136700368	0.217513772049154	0.16628314996404	0.270496875531057	0.203230322856729	0	0.44466418000364
"NOC2L"	7.49752523514572	7.55494003350581	7.60080829645221	7.63750495240748	7.68843032604394	7.50960827080352	7.56191448936012	7.62685921272773	7.68492885083672
"KLHL17"	1.62083242995548	1.52150465684972	1.4719247107465	1.91317771042184	1.58271998026753	1.2889859006398	1.37204351810299	1.72572883041624	1.41663029517958
"ISG15"	2.13979457615374	2.14730314561556	2.05437289272753	2.23329428884425	2.09007384780354	2.14512470293548	2.12625607444151	2.12179941887592	2.33948500464572
"AGRN"	0.896495405569397	0.884684612277704	1.04568780554183	1.09700172189615	0.826764808013054	0.694808505691471	0.812593818803422	0.869639964911309	0.961710629008727
"RP11-465B22.3"	0.0554189673520599	0.236561500446845	0.055779253697685	0.26712840635071	0.0575836813361312	0.0583090660000183	0.203230322856729	0.334823631850657	0.183167582453086
"C1ORF159"	2.55951745065412	2.78240464287045	2.45783682331976	2.72554913162292	2.68165705918884	2.72449109477584	2.46941669634165	2.64800553038109	2.681440078264
"RP11-465B22.5"	0.304470188304733	0.12312400897723	0.161257136700368	0.112852302611872	0.16628314996404	0	0.155043196189966	0	0.124658089482996
"SDF4"	6.17694198830185	6.40354207990299	6.20958099519995	6.27957565077097	6.17598119978433	6.31566628982287	6.15897371539078	6.42015092938683	6.3270410760122
"B3GALT6"	4.59125420790792	4.89824789857497	4.67352687862966	4.70602267762635	4.56321950588412	4.70924811798231	4.55005492468141	4.87064309750358	4.60195344204863
"C1QTNF12"	0	0.0628750785297338	0.211238428369828	0	0.0575836813361312	0.114352731963867	0.105190800928855	0.120450689714056	0.183167582453086
"RP5-902P8.12"	0.0554189673520599	0	0.109481938961693	0.166131923065151	0.0575836813361312	0.114352731963867	0.0535539064300856	0.120450689714056	0.0636750332449749
"UBE2J2"	5.87393014521804	5.8956065705398	5.80204662511396	5.85584408576297	5.77484049678208	5.87531927693468	5.69460170868547	5.87496398083531	5.75786930988558
"RP5-902P8.10"	0	0.12312400897723	0.055779253697685	0.0575293294009815	0	0.0583090660000183	0.0535539064300856	0.0614820342794526	0.124658089482996
"SCNN1D"	0.349507803453971	0.65909254737523	0.306288246252519	0.166131923065151	0.533995410694522	0	0.0535539064300856	0.476988009542631	0.44466418000364
"ACAP3"	3.40523070503591	3.45656306204545	3.25017370031151	3.60251331315532	3.52432427462297	3.28449388004807	2.99934864851489	3.26609180065171	3.53658697179896
"PUSL1"	3.94223556390304	4.14604356955347	3.91012397907823	4.11721083286053	3.9115789889559	3.98247570498008	3.79267092864808	3.95399976369921	4.0698422755552
"INTS11"	6.14056698781943	6.160178613087	6.23924415625524	6.25903147211562	6.1784167354097	6.01436591901412	6.09815210266487	6.12851878449328	6.34316830212058
"RP5-890O3.9"	1.74401048065024	1.76784413432398	1.68146787350798	1.52174085232079	1.73166563751902	1.53468584050454	1.39297003458899	1.70661212305208	1.79985665304149
"CPTP"	4.38228992407113	4.60536062672669	4.43933725323283	4.46156833633592	4.48405094075555	4.51992852356206	4.2248871412683	4.5497713862503	4.5192012280362
"TAS1R3"	1.67491568484243	1.49894412752363	1.51235733596681	1.54203771466555	1.74924743007007	1.70860886882315	1.70889312101854	1.92081957669796	1.8727716080604
"DVL1"	4.58184839751548	4.60799834122703	4.42617070454455	4.73936426794739	4.48405094075555	4.26529660309943	4.23940298614023	4.65573447474606	4.57215923057222
"MXRA8"	0.304470188304733	0.65909254737523	0.634021971539472	0.492438017175433	0.16628314996404	0.319002607668678	0.501822799273523	0.476988009542631	0.857777110944037
"AURKAIP1"	6.03596217343712	6.10709364148662	6.04878788694721	6.13089134748859	6.08198083553811	5.94265251961432	5.98210679695706	6.1095412563754	6.18752197377585
"CCNL2"	5.81091758291977	5.87056197036514	5.66080429103831	6.02130526356455	5.78446522092297	5.57807583356222	5.37252670015903	5.78213773311509	5.86451286276408
"RP4-758J18.2"	3.9749399552298	4.07537272573684	4.00527294079241	4.05853989871829	3.99868419045508	3.94819182888825	3.83534100423683	4.18564418308913	4.12311788859604
"MRPL20"	6.62105792322975	6.57578908456737	6.57311260359529	6.67434082750912	6.68087956811377	6.59833219354888	6.55393530576015	6.62557764308417	6.5786562805933
"RP4-758J18.13"	1.67491568484243	1.74884829612881	1.40906829497029	1.9440119996087	1.45996297411141	1.4930139986495	1.43393388072109	1.74459553725255	1.90789214547597
"ATAD3C"	3.685461853746	3.90566168823826	3.64054354587078	3.89458214845084	3.88000521450942	3.52056531620887	3.51574473683709	3.71664850663607	3.96535854175378
"ATAD3B"	6.06747381054782	6.38981254977933	6.12573346430611	6.51533440214106	6.42122608164441	6.10964581755571	6.0396380708267	6.35181269178507	6.53369078697201
"RP5-832C2.8"	1.12089941155267	0.849451396614975	0.596901720306242	1.09700172189615	0.826764808013054	0.766517856083933	0.501822799273523	0.93680281359414	0.994755306533057
"ATAD3A"	7.05667746123688	7.22800074739774	7.05120517998792	7.22860303303665	7.14370781523973	7.03753926729824	6.97282313444954	7.20587434679437	7.27790072816326
"TMEM240"	0.209944082040261	0.0628750785297338	0.109481938961693	0.166131923065151	0	0.168300463200784	0.105190800928855	0.120450689714056	0.0636750332449749
"SSU72"	6.99201724043451	6.96028178237872	6.9677934494389	6.98674661304847	6.94156849724905	7.00686921295125	6.9465233867908	7.00291899170374	6.99468771256277
"RP5-832C2.5"	0.476753272409049	0.486362024812987	0.438062251804638	0.53356562695313	0.217708350069337	0.411379712395534	0.576897593996964	0.28414217480562	0.537292682949964
"C1ORF233"	0.476753272409049	0.180957400444913	0.306288246252519	0.217513772049154	0.267363403295608	0.365930407745343	0.46276766243412	0.647069135846967	0.345677911888398
"RP11-345P4.9"	0.736158250069874	0.738274701189659	0.773630854585291	0.758383725720107	0.361822959807298	0.801078740682593	0.960109810183199	0.93680281359414	0.994755306533057
"MIB2"	2.4292179432687	2.43562485323648	2.10812698996081	2.64339014891028	2.44323914990519	2.41432146555098	2.15103627202324	2.39688445346142	2.60859318468726
"CDK11B"	6.75210101802312	6.71809549606695	6.62704335344687	6.7061673489341	6.68488220099585	6.60384862290312	6.57469019751014	6.68355582458687	6.76437485220699
"RP11-345P4.10"	0.0554189673520599	0	0.055779253697685	0.166131923065151	0	0.0583090660000183	0	0.231615266051428	0
"SLC35E2B"	6.3294497735207	6.36585658062158	6.24600374718312	6.24362269836615	6.19053311816273	6.23501543982254	6.08776112367157	6.27602881363344	6.29589361492892
"RP11-345P4.6"	1.17194132459626	0.884684612277704	0.93105424345856	1.3013259695431	1.07002744040565	0.962457715887687	1.19271359041331	0.93680281359414	1.05865718072663
"CDK11A"	1.44523771151911	1.47602518976249	1.45127536944731	1.32494591847683	1.37190902510121	1.16178395518655	1.14416791497158	1.31049420779816	1.36701486908301
"RP1-283E3.8"	0.802446300947466	0.65909254737523	0.67021103540635	1.01224731234349	0.891532653262314	0.694808505691471	0.648258140411733	0.762642421708011	0.745770756281622
"RP1-283E3.4"	0.108787615318173	0.486362024812987	0.211238428369828	0.315093357123969	0.315366128558403	0.168300463200784	0.155043196189966	0.231615266051428	0.239396377447446
"SLC35E2"	5.31073666212776	5.33390710039765	5.21216655717781	5.28679594119729	5.14606221003724	5.1870211847316	5.09132023458877	5.15429463968349	5.26504179057439
"NADK"	7.07229468768564	6.96954156902955	7.05463163670647	7.12561333858945	6.99320683868608	6.85477592712571	6.88599654741851	6.97273255778133	7.09046952237346
"GNB1"	9.34805640406177	9.32313822611273	9.35140353988667	9.35688294240652	9.38091711871244	9.35729326120991	9.33105731186588	9.35998152405226	9.36336119099744
"RP1-140A9.1"	0.304470188304733	0.341726069604033	0.438062251804638	0.492438017175433	0.40683036722257	0.114352731963867	0.29502932057905	0.28414217480562	0.491721707601406
"TMEM52"	0.435572637294557	0.180957400444913	0.395461052394853	0.53356562695313	0.612943170777411	0.657571347738288	0.381334931380905	0.521424710084518	0.491721707601406
"PRKCZ"	3.25945682928537	3.23558372185568	3.13188826133757	3.31470315574508	3.23090605774094	3.18985517429484	3.03971726317443	3.2128912258415	3.45582690858579
"RP11-181G12.2"	0.70183593426225	0.813336136201916	0.519666893752303	0.687267122737236	0.612943170777411	0.694808505691471	0.539848483211547	0.647069135846967	0.62433106623248
"FAAP20"	3.186863955586	3.17283251665761	3.09907857726516	3.28490430645627	3.14717610596065	3.20283815288202	2.95077833164682	3.32368724734142	2.95767300347197
"SKI"	4.40646812843778	4.27113606078617	4.33047845377347	4.4668862409197	4.24783526326168	4.18578838052869	4.35855467671042	4.36399392178568	4.22061954031199
"MORN1"	1.54541542696452	1.99441171775797	1.96978899453304	1.92867722995138	1.76661753456549	1.69028765634369	1.77415340810875	1.79975897803798	1.53368080339851
"RP4-740C4.5"	0.304470188304733	0.341726069604033	0.259545972771488	0.26712840635071	0.361822959807298	0.319002607668678	0.203230322856729	0.383784922123479	0.44466418000364
"RP4-740C4.7"	0	0	0.055779253697685	0	0.0575836813361312	0.0583090660000183	0	0.120450689714056	0.0636750332449749
"RER1"	6.30321869233803	6.16734975285277	6.21188455616925	6.17054237182714	6.20812174533124	6.23026776448401	6.15591625366468	6.21983327174137	6.25385801202979
"PEX10"	2.89188136682771	3.00686519237788	2.8137952235183	2.95479491783649	2.64455753767656	2.82027328438662	2.76260453548374	3.17861625318917	2.76042459723072
"PLCH2"	0.257981171499655	0.0628750785297338	0.259545972771488	0.315093357123969	0.0575836813361312	0.168300463200784	0	0.231615266051428	0.183167582453086
"PANK4"	4.40380158460045	4.44643232729434	4.39407190023643	4.33642024357761	4.30244827512115	4.2806856413553	4.14387324704859	4.38218058391205	4.49918971423139
"RP3-395M20.12"	0.435572637294557	0.486362024812987	0.306288246252519	0.315093357123969	0.450476063344985	0.619347545457927	0.29502932057905	0.334823631850657	0.665957162398277
"RP3-395M20.8"	0.70183593426225	0.617809781732964	0.438062251804638	0.612462284153831	0.40683036722257	0.498196098052785	0.501822799273523	0.28414217480562	0.62433106623248
"TNFRSF14"	2.15255783819353	2.24543672453374	2.36152697443216	2.34147419782111	2.29549922716898	2.21086515107819	2.06237691406025	2.39688445346142	2.43888275564617
"RP3-395M20.7"	0.160252257019636	0	0	0.112852302611872	0.0575836813361312	0.0583090660000183	0	0.0614820342794526	0.124658089482996
"RP3-395M20.9"	0.55574750939508	0.439742806136055	0.558801092113053	0.450103471772612	0.492840032048879	0.58008338777058	0.648258140411733	0.564533507236307	0.537292682949964
"FAM213B"	3.05031290364564	2.81015869827994	2.74759263584676	2.86902528383005	2.86216767069345	2.81182387563192	2.63666590921443	2.8618277949971	2.85343742213624
"TTC34"	0	0	0.109481938961693	0.0575293294009815	0.112956915108673	0.168300463200784	0	0.0614820342794526	0.0636750332449749
"TPRG1L"	4.28999946900311	4.23746203266358	4.20349942974784	4.22156773417555	4.23229074679197	4.20204443335602	4.3451948641371	4.25636732187177	4.18884556250305
"WRAP73"	4.79628694503679	4.8522668619873	4.77256214146754	4.89540889998669	4.72967312333896	4.6321609402553	4.66204474932899	4.838073708739	4.93128249593837
"TP73"	0	0.0628750785297338	0.161257136700368	0.0575293294009815	0	0.114352731963867	0	0	0.0636750332449749
"RP5-1092A11.5"	0.834482082355873	0.884684612277704	0.67021103540635	0.922201329634125	0.687793946297244	0.657571347738288	0.84332840803788	0.799197117018057	0.745770756281622
"TP73-AS1"	1.29216391289123	1.04899466274015	1.1260553228961	1.12418171048361	1.12493404950036	0.931593831279409	0.902900420282639	1.20546513397079	1.28923785472832
"SMIM1"	0.209944082040261	0.12312400897723	0.161257136700368	0.217513772049154	0.217708350069337	0.168300463200784	0.24985984733676	0.231615266051428	0.345677911888398
"LRRC47"	5.88353191608989	5.82820700158539	5.83728842814149	5.79689047153714	5.81504853466765	5.84975242734931	5.74836876868029	5.90042454879121	5.81449166820149
"RP1-286D6.5"	0.304470188304733	0.290101813104988	0.351563509723811	0.315093357123969	0.267363403295608	0.365930407745343	0.105190800928855	0.28414217480562	0.183167582453086
"CEP104"	5.97259622148717	6.02163671975281	5.92320761434059	6.00494780470563	5.97303335085601	5.96853982699517	5.88942557564534	5.99996240521986	6.07131219137855
"DFFB"	4.18209214126923	4.24764702563677	4.0088101077702	4.20575135649116	4.20706580435927	4.08069434287782	4.00125032114045	4.15423971889697	4.11937704760442
"C1ORF174"	5.21054359283606	5.2298630751107	5.17171600783482	5.22222685915893	5.22672059547365	5.08202026051319	5.1782706390405	5.14899365370161	5.12654936591407
"RP13-15E13.1"	3.10386730240553	2.9907858654943	3.0449798605254	2.95479491783649	2.73557664125501	2.94913819969341	2.99250934532801	2.84444245557731	2.82615775881977
"RP11-718D19.2"	0.70183593426225	0.884684612277704	1.09976047321905	0.573553216002748	0.574009249903036	0.867811682964545	0.931788673069204	0.969246995376367	0.784080579448851
"RP11-374C13.1"	0.0554189673520599	0.0628750785297338	0.055779253697685	0.217513772049154	0.112956915108673	0.114352731963867	0.0535539064300856	0.177103414359427	0.0636750332449749
"NPHP4"	3.39988809067238	3.54731101726297	3.30298954968407	3.48162269872889	3.30410633850667	3.53089816537123	3.14215068441137	3.62289202229866	3.36396719611385
"KCNAB2"	7.65353907417634	7.84721226062301	7.66582532877095	7.62863513579372	7.52484810524797	7.70619712075678	7.57542204769222	7.8386824083563	7.55144270718188
"CHD5"	0.160252257019636	0.0628750785297338	0.055779253697685	0.112852302611872	0.267363403295608	0	0.105190800928855	0.177103414359427	0.124658089482996
"RPL22"	9.38130693220114	9.41628243812253	9.36931430399474	9.33305646086509	9.29542760625917	9.46460859031922	9.39331375798236	9.42639181392714	9.34004506159477
"RNF207"	0.209944082040261	0.180957400444913	0.306288246252519	0.217513772049154	0.315366128558403	0.168300463200784	0.539848483211547	0.177103414359427	0.239396377447446
"ICMT"	7.47991021348334	7.45812237689652	7.52964777494941	7.35192832249177	7.42240563179106	7.46112923964843	7.5777086638155	7.42382497164931	7.34190045530299
"LINC00337"	1.01305613246611	0.919077842458163	1.1260553228961	1.25289330011476	0.85951215823631	0.900055207835765	0.931788673069204	0.969246995376367	0.961710629008727
"GPR153"	0.209944082040261	0.0628750785297338	0.161257136700368	0.166131923065151	0.16628314996404	0	0.105190800928855	0.0614820342794526	0.29351562685512
"ACOT7"	6.13173103042485	5.94651369346648	6.15954124176762	6.18190491246033	6.14310827603681	5.91826141697287	6.04873275481988	5.97021442515347	6.25129650017031
"ESPN"	0.393181906361246	0.236561500446845	0.259545972771488	0.315093357123969	0.315366128558403	0.168300463200784	0.203230322856729	0.334823631850657	0.239396377447446
"TNFRSF25"	0.0554189673520599	0.0628750785297338	0.211238428369828	0.0575293294009815	0.112956915108673	0.270496875531057	0	0.28414217480562	0.124658089482996
"PLEKHG5"	1.65711225891741	1.6293005218718	1.53215650489272	1.34818538023333	1.32578107676606	1.4930139986495	1.35080898593748	1.81768782122382	1.31563217088728
"NOL9"	6.36894897783827	6.40733276434126	6.40142207224532	6.42532620031649	6.40190297258062	6.3598058181377	6.44166971451221	6.31283897354822	6.44605933154689
"RP11-58A11.2"	0.349507803453971	0.290101813104988	0.109481938961693	0.0575293294009815	0.16628314996404	0	0	0.120450689714056	0.0636750332449749
"TAS1R1"	0.108787615318173	0.180957400444913	0.211238428369828	0.112852302611872	0.16628314996404	0.114352731963867	0.105190800928855	0.177103414359427	0.124658089482996
"ZBTB48"	4.2310499085159	4.3520350475327	4.06085256756269	4.47746360208645	4.29048945852668	4.11200212690436	4.04817766891286	4.28564717026437	4.32174642527709
"KLHL21"	4.01042927973539	4.05618506848512	4.06085256756269	4.14069266779968	3.99500438104153	4.02330113276981	3.88788456603718	3.99002209823387	4.14536149846093
"PHF13"	4.64869065443283	4.54332275818854	4.50843186372409	4.47482652319132	4.45219956747667	4.43169477542776	4.54305088200642	4.28886410629025	4.49918971423139
"THAP3"	3.00176442114246	3.06944816623701	2.78932387213394	2.83652727966941	2.79603702542124	2.91009036041285	2.65410659250056	2.96999602996623	2.76042459723072
"DNAJC11"	6.29748384975176	6.35960927525962	6.32899167703396	6.38937071644404	6.3991212792558	6.33569636074449	6.16658914109052	6.34410172179151	6.44381756752403
"RP11-312B8.1"	0.304470188304733	0.341726069604033	0.47944148177697	0.315093357123969	0.267363403295608	0.0583090660000183	0.203230322856729	0.177103414359427	0.183167582453086
"CAMTA1"	4.66437140702363	4.77221716460796	4.67352687862966	4.76764986157126	4.78399319719791	4.72733161416737	4.66419821164695	4.81817320159763	4.59119024081248
"VAMP3"	4.97217844553804	4.95942851717708	5.14303222622553	4.93431989498654	5.04825065472652	4.91456255814309	5.03585287582003	4.85986812476793	4.9334145763474
"RP3-467L1.6"	0.160252257019636	0.180957400444913	0.211238428369828	0.361514807018326	0.361822959807298	0.114352731963867	0.338827406844281	0.120450689714056	0.345677911888398
"PER3"	0.476753272409049	0.341726069604033	0.47944148177697	0.573553216002748	0.533995410694522	0.319002607668678	0.381334931380905	0.564533507236307	0.706415825586484
"PARK7"	7.47197638515898	7.44158152829874	7.42664245560918	7.41415823979873	7.46159557987675	7.46887527989875	7.42511654838781	7.49970875151725	7.44674579803961
"RF00019"	2.46034845570662	2.48237519345764	2.18517970552545	2.45286498931631	2.51693874712174	2.0902865312735	2.51785261425391	2.15037738214982	2.39003974011168
"CTA-215D11.6"	0.304470188304733	0.12312400897723	0.395461052394853	0.492438017175433	0.315366128558403	0.22030339311914	0.29502932057905	0.383784922123479	0.44466418000364
"CTA-215D11.5"	0.0554189673520599	0.0628750785297338	0.055779253697685	0	0	0.0583090660000183	0.0535539064300856	0	0
"ERRFI1"	0.257981171499655	0.341726069604033	0.259545972771488	0.217513772049154	0.315366128558403	0.319002607668678	0.381334931380905	0.28414217480562	0.345677911888398
"CTA-215D11.4"	1.96269782543598	2.14730314561556	2.05437289272753	2.04702040676322	1.96021793866478	2.27374005365961	2.28020464173543	2.13615916101747	2.00839803256172
"RERE"	7.96524338467728	7.85999320565814	8.007150085507	8.06584937527895	8.02387681769652	7.85059393429071	7.92233713717925	7.88379166696241	8.0388848333241
"RP5-1115A15.1"	0	0.12312400897723	0.109481938961693	0.112852302611872	0.0575836813361312	0	0.155043196189966	0.120450689714056	0.124658089482996
"RP4-633I8.1"	1.69250208493223	1.72959900044676	1.57095787098216	1.54203771466555	1.62142264909583	1.70860886882315	1.70889312101854	1.36027397316212	1.51101812900428
"RP4-633I8.2"	1.29216391289123	1.58714368628746	1.3433480571443	0.952845389019163	1.43844818526771	1.07970593487214	1.53152665675008	1.20546513397079	1.1785492312735
"RP11-185B14.1"	0.209944082040261	0.531521827518175	0.351563509723811	0.112852302611872	0.112956915108673	0.0583090660000183	0.338827406844281	0.0614820342794526	0.44466418000364
"ENO1"	11.3936101781733	11.3648841558695	11.4688171444787	11.024633298173	10.9984611953092	11.4151172378949	11.3785259063911	11.3430857509174	11.0436690598643
"RP3-477M7.3"	0.209944082040261	0.236561500446845	0.306288246252519	0.112852302611872	0.16628314996404	0.270496875531057	0	0.28414217480562	0.239396377447446
"RP3-477M7.4"	2.67016840528746	2.91612519342937	2.72196190936253	2.58589735309959	2.59679991149392	2.71545986030734	2.65410659250056	2.50041473831955	2.70159529090942
"RP3-477M7.5"	0.435572637294557	0.391566685260995	0.259545972771488	0.217513772049154	0.450476063344985	0.270496875531057	0.381334931380905	0.231615266051428	0.183167582453086
"SLC2A7"	0.108787615318173	0.180957400444913	0.055779253697685	0	0	0.0583090660000183	0.0535539064300856	0	0.0636750332449749
"SLC2A5"	7.62863285991633	7.86109925966841	7.61654259672931	7.50871687659711	7.46159557987675	7.81536469363881	7.51674815281215	7.82351188340073	7.51915657473487
"GPR157"	1.04078207884913	1.01759571202154	0.838675608172279	0.687267122737236	1.20356419101788	1.16178395518655	0.931788673069204	1.14993676236	0.581468157738957
"H6PD"	4.77992819275398	4.99008404368806	4.833670699706	4.63929186745214	4.36365562502947	4.96496781126217	4.5099080861051	4.87706966378415	4.53332710647031
"SPSB1"	2.86886352187579	2.89899583614784	3.10570047814992	2.58589735309959	2.86216767069345	2.86179361115601	2.91505601447138	2.69725952017627	2.75078479776411
"CTD-2510L9.2"	0.304470188304733	0.0628750785297338	0.259545972771488	0.166131923065151	0.217708350069337	0.319002607668678	0.46276766243412	0.231615266051428	0.183167582453086
"CTD-2510L9.1"	0.802446300947466	0.575310821530329	0.705514489851455	0.361514807018326	0.267363403295608	0.411379712395534	0.422625778119386	0.686631254539182	0.124658089482996
"SLC25A33"	5.3121593883064	5.26203910953012	5.22438810045767	5.29129929645804	5.32085361840145	5.32255651657968	5.30512663802774	5.33943112671231	5.29851025001848
"RP13-15M17.1"	0.70183593426225	1.01759571202154	0.558801092113053	0.758383725720107	0.826764808013054	1.07970593487214	0.539848483211547	0.799197117018057	0.706415825586484
"TMEM201"	5.30646004596903	5.34343564985491	5.21981714587214	5.25794353509161	5.25006424401028	5.32997211554457	5.102479969993	5.23322803286995	5.23077843381316
"PIK3CD"	5.85160050130287	5.99165131136595	5.85410016172956	6.07626899065234	5.97209778563879	5.82792049032826	5.82928273641982	6.01363763042129	5.99986529948923
"C1ORF200"	0.160252257019636	0.236561500446845	0.161257136700368	0.0575293294009815	0.0575836813361312	0.114352731963867	0.105190800928855	0.120450689714056	0.0636750332449749
